smiles,CDK2_9606,GSK3B_10090,GSK3A_9606,GSK3B_10116,GSK3B_9606,ABL1_10090,LCK_9606,ZAP70_9606,ABL1_9606,LCK_10090
CN(C)CCNC1=CN=CC(C2=CC=C3NC=C(C4=CC=C(N)C(C#N)=C4)C3=C2)=N1,,,,,1.0,,,,,
NC(=O)C1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)NC(C(=O)C2=CC=CC=C2Cl)=C1N,,,,,,,1.0,,,
COC1=CC=C(C2=C(C(=O)NCC3CCC(C(=O)N(C)C)CC3)N=CO2)C=C1,,,,,1.0,,,,,
O=C(O)C1=COC(CN2CCC(CNC(=O)C3=NNC4=C3C=C(C3=C(F)C(F)=CC=C3)C=C4)CC2)=N1,,,,,1.0,,,,,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CN=C(N2CCC(F)(F)C2)C(C2=CN=CN=C2)=C1,,,,,,,,,1.0,
COC1=C(O)C=CC(C=NNC2=C3C=NN(C4=CC=CC=C4)C3=NC(Cl)=N2)=C1,,,,,0.0,,,,,
COC1=C(NC(=O)C2=CC3=CC=CC=C3N2C)C=CC(C2=CSC3=C2C(N)=NC=C3C(=O)N2CCN(C)CC2)=C1,,,,,,,0.0,,,
N#CC1=C(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
O=C1NC2=CC=CC=C2C1=CC1=CC=C(O)C=C1,,,,,,,,,0.0,
CC1=NC(C2=CC(NC(=O)CCN3C=NN=N3)=NC=C2)=C(C2=CC=C(F)C=C2)N1,,,,,1.0,,,,,
COC1=CC=C(C2=NOC(CN3CCN(C4=NC=NC(NC5=CC(O)=CC=C5)=C4)CC3)=N2)C=C1,0.0,,,,,,0.0,0.0,0.0,
COC1=CC(CO)=CC=C1C1=CC2=C(N[C@H](C)C3=CC=CC=C3)N=CN=C2S1,,,,,0.0,,0.0,,0.0,
O=C1C2=C(N=C(NN=CC3=CC=C(F)C=C3)N1C1=CC=CC=C1)N(C1=CC=CC=C1)N=C2,,,,,,,,,0.0,
COC1=CC=CC(NC2=NC=CC(C3=CNN4C=CC=CC34)=N2)=C1,,,,,1.0,,,,,
N=C(N)NC1=CC=CC(OC2=CC=C(NC(=N)NC3=CC=CC=C3)C=C2)=C1,,,,,0.0,,,,,
CC1=C(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)C=C(C(N)=O)C=C1,,,,,,,,,1.0,
CN1N=CC(NC(=O)C2=C(N)SC(C3=C(F)C=CC=C3F)=N2)=C1N1CC[C@@H](N)[C@H](F)CC1,,,,,0.0,,,,,
CC1=CC(CO)=CC(NC2=CC3=CC=C(C4=CC(F)=CC=C4C)C=C3C=N2)=N1,,,,,,,,,1.0,
O=C(CC1=CC=CC(OCCCN2CCNCC2)=C1)NC1=NC(C2=CC=NC=C2)=CS1,0.0,,,,0.0,,0.0,0.0,0.0,
O=C1CC(C2=CC=CC=C2)SC2=CC=CC=C2N1CC1=CC=CC=C1F,,,,,0.0,,,,,
CCNC(=O)NC1=C2C=C(C3=CC=CC=C3)C=NC2=NN1,,,0.0,,0.0,,,,,
O=C(NC1=CC=CC2=C1C(=O)C1=C(C3=CC=C(C(=O)N4CCNCC4)S3)NN=C21)NN1CCOCC1,1.0,,,,,,,,,
CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3Cl)=C(C(=O)NOCCO)C=C21,0.0,,0.0,,0.0,,0.0,,0.0,
CC1=CC=CC(C2=CC=CC=C2C(=O)N2CCC3=C(C2)NC2=CC=CC=C32)=C1,0.0,,,,,,,,,
ClC1=CC=C(CNC2=NC=CC(C3=CC=C4NN=CC4=C3)=N2)C=C1Cl,,,,,0.0,,,,,
COC[C@@H](C)OC1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
O=C(NC1=CC(F)=C(OC(F)(F)F)C=C1)C1=CN=C(N2CCC(CO)C2)C(C2=CC(F)=CN=C2)=C1,,,,,,,,,1.0,
NC1=NC=C(C2=NC=NC3=C2CCCC3)N=C1C(=O)NC1=NC=CC=C1N1CCC(N)CC1,,,,,0.0,,,,,
CC(C)OC1=NNC(N2C=NC3=C2N=C(NC(C)C2=NC=C(F)C=C2)C=C3)=C1,,,,,,,1.0,,1.0,
CC1=CC=CC(Cl)=C1NC1=NC2=CC=CC(OCC3=CC=CC=C3)=C2N2C=NC=C12,,,,,,,1.0,,,
COC1=CC=C(NC2=NN=C(C3=CC=CN=C3CCC3=CC=NC=C3)O2)C=C1OC,,,,,,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NC2=CC=CC3=C2C=NN3)C=C1,,,,,,,,,,
COC(=O)C1=C(NC2=CC=CC=C2Cl)O/C(=C\C2=CNC3=NC=CC=C23)C1=O,,,1.0,,1.0,,0.0,,0.0,
C[C@@H](NC(=O)C1=CNC2=NC=C(C3=NN(C)C4=CC(Cl)=CC=C34)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,0.0,,0.0,,0.0,
COC1=CC(O)=C2C(=O)O[C@@H](C)C/C=C/C(=O)CCCCCC2=C1,,,0.0,,,,,,,
CN(C)CC=CC(=O)N1CCC(C(=O)NC2=NC=C(SCC3=NC=C(C(C)(C)C)O3)S2)CC1,1.0,,,,,,,,,
COC1=CC=CC=C1[C@H]1CN(C2=NC(C3=CC=NC=N3)=CC(=O)N2C)CCO1,,,,,1.0,,,,,
C[C@H]1CN(C)CCN1C1=NC(C2=CC=NC=N2)=CC(=O)N1C,,,,,0.0,,,,,
O=C1NC(=O)C(C2=CN=C3C=CC=NN23)=C1C1=CN2CCN(C(=O)N3CCCCC3)CC3=C2C1=CC=C3,,,,,1.0,,,,,
CC1=CC(C(=O)N2CCC(OC3=C(C)C=CC(NC(=O)C4=CC(C(F)(F)F)=C(CN5CCN(C)CC5)C=C4)=C3)CC2)=CN=C1,,,,,,,,,1.0,
CCOC1=CC=C(NC2=NC=C3C=C(C4=C(Cl)C=CC=C4Cl)C(=O)N(C)C3=N2)C=C1,,,,,,,1.0,,,
COCCC1=CC=CC2=C1N(CCOC)C=C2C1=C(C2=COC3=CC=CC=C23)C(=O)NC1=O,,,,,1.0,,,,,
CCNC1=CC2=C(C=C1)N=C(NC1=C(C)C=CC=C1Cl)C1=CN=CN12,,,,,,,1.0,,,
O=C(NC1=NNC2=NC(C3=NC=CS3)=C(Br)C=C12)C1CC1,0.0,,1.0,,1.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)N(C)CCCO)C=C1,,,,,,,,,0.0,
CCCC(=O)NC1=NNC2=CC(C3=CC=CC(O)=C3)=CC=C12,,,,,1.0,,,,,
CC1=CC(C)=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=N1,,,,,,,1.0,,,
CC1=CN=C(NC2=NC3=C(C=C(C(=O)NC4=C(C)C=C(C)C=C4C)C=C3)S2)C=C1,,,,,,,1.0,,,
COC1=C(NC2=NC3=C(C=CN3)C(NC3=C(C(N)=O)C(F)=CC=C3)=N2)C=C2C(=C1)CCN2C(=O)CN1CCN(C(C)C)CC1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
COC1=CC=CC(C(=O)NC2=CC3=CC=C(C4=CC(F)=CC=C4C)C=C3C=N2)=C1,,,,,,,,,1.0,
COC1=CC2=C(C=C1CN1CC(C(N)=O)C1)C(NC1=C(F)C(Cl)=CC=C1)=NC=N2,,,,,0.0,,0.0,,,
CCCCCC=CC(=O)OC1CC2C(CCCCC(O)CCC)CCCC2NC1C,,,,,,,,,,
CCOC(=O)C1=NN(C2=CC=CC=C2)C=C1C(=O)C1=C(C)NC(C2=CC=CC=C2)=C1C1=CC=CC=C1,,,,,,,0.0,,0.0,
COC1=CC=C(/C(=N\C2=CC=CC=C2)NC(=S)NC2=CC=CC=C2)C=C1,,,,,0.0,,,,,
CC(C)C1=CC=CC=C1NC1=NC=NC(NC2=CC=C(OCC(O)CN(C)C)C=C2)=C1,0.0,,,,,,,,,
COC1=NC(C2=CC(NC(=O)C3CC3)=NC=C2)=NC=C1C(N)=O,,,,,1.0,,,,,
CN1CCN(CC2=C(C(F)(F)F)C=C(NC(=O)CNC3=C(F)C=C(C4=CN=C(NC(=O)C5CC5)C=C4)C=C3)C=C2)CC1,,,,,,,,,1.0,
O=S(=O)(C1=CC=CC2=CN=CC=C12)N1CCC2(CC1)CC(O)CCN2,,,,,,,0.0,,0.0,
CC1(C)OC(=O)N(C2=CC=C(C3=CN=C(N)C(C4=NC=CC=N4)=C3)C=C2)[C@H]1C1=CC=CC=C1,0.0,,,,,,0.0,,0.0,
C1=CC2=C(C=N1)NC=C2C1=C2C=CNC2=NC=C1,1.0,,,,,,,,,
CC1=CN2C(=O)C=C(N3CCOCC3)N=C2C([C@@H](C)NC2=CC=CC=C2C(=O)O)=C1,0.0,,0.0,,0.0,,0.0,,0.0,
CC[C@H](NC1=NC(NCC2=CC=CC(F)=C2)=C2N=CN(C(C)C)C2=N1)[C@@H](C)O,1.0,,,,,,,,,
O=C(CCl)C1=CC=C(Br)S1,,,,,0.0,0.0,,,,
CN1C(=O)C(OC2=C(Cl)C=CC=C2Cl)=CC2=CN=C(NC3CCOCC3)N=C21,,,,,,,,,0.0,
CC(CN)N1N=C(C2=CC(O)=C(F)C=C2)C2=C(N)N=CN=C21,,,,,,,,,1.0,
CN1C(=O)N(C2=CC=CC=C2)C2=NC(NC3=CC=CC=C3)=NC=C21,,,,,0.0,,,,,
CC1=C(N2C=CC=C(C(=O)NC3=CC(F)=C(OC4=NC=NC(N)=C4)C=C3)C2=O)C=CC(F)=C1,,,,,,,,,0.0,
COC1=CC=CC2=C1OC=C2C1=C(C2=CN(C)C3=C2C=C(Br)C=C3)C(=O)NC1=O,0.0,,,,1.0,,,,,
COC1=C(C(=O)C=CC2=CC=C(Cl)C=C2)C(O)=C(Br)C2=C1C=CO2,,,,,0.0,,,,,
CC1=CC=C(F)C=C1C1=CC(O)=C2C=C(NC(=O)C3CC3)N=CC2=N1,,,,,,,,,1.0,
S=C1NC(=S)C2=C(CC3=NN4C(CC5=CC=CC=C5)=NN=C4S3)NN=C2N1,0.0,,,,,,,,,
CNC1=NC=C2C=C(C3=CC(C(=O)NC4=CC=CC(C(F)(F)F)=C4C)=CC=C3C)C=CC2=N1,,,,,,,1.0,,,
CC(=O)C1=NN(C2=CC=C(Cl)C=C2)C(=NC2=C(C#N)C(C3=CC=CC=C3)=CC(C3=CC=CC=C3)=N2)S1,,,,,0.0,,0.0,,0.0,
CC[C@H](O)C1=CC(C)=C(C2=CC=C3C=C(NC(=O)C4CC4)N=CC3=C2)C=N1,,,,,,,,,1.0,
CC1=C(C2=CC3=CN=C(NC(=O)CC4CC4)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
CNC1=NC2=NC(C)=C(C3=CC(NC(=O)NCCC(C)(C)C)=C(F)C=C3C)C=C2C=N1,,,,,,,,,1.0,
C[C@H](O)[C@@H](C)NC1=NC(NC2=CC=C(S(=O)(CC=O)=NS(=O)(=O)CC[Si](C)(C)C)C=C2)=NC=C1Br,1.0,,,,,,,,,
CC1=NN2N=C(C3=CC=C(C(F)(F)F)C=C3)C(C3=CC=NC(NC4=CC=CC=C4)=N3)=C2C=C1,0.0,,,,0.0,,,,,
COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3)=C2C=C1OC,0.0,,0.0,,0.0,,0.0,,0.0,
CC1=CC2=C(C=C1)N=CN2C1=NC(NC(C)C2=CC=CC=C2)=NC=C1,,,,,,,1.0,,,
CN1N=C(C(N)=O)C=C1C1=CC=NC(NC(=O)C2CC2)=C1,,,,,1.0,,,,,
CC1=NN(CCC2=CC=NC=C2)C(C(=O)NC2=CC=C(Cl)C=C2)=C1C,,,,,,,,,,
COC1=CC(OC)=CC(NC2=C(C(N)=O)C3=NC=CN3C(NCCCN)=N2)=C1,,,,,,,,0.0,,
COC1=CC2=C(C=C1)C(=O)C=C(C1=CC(OC)=C(OC)C(OC)=C1)O2,,,,,,,,,,
C(=C/C1=NC2=C(NCCN3CCOCC3)N=CN=C2N1)\C1=CC=CC=C1,,,1.0,,,,,,,
CC1=C(C2=NC(C3=CN(C)N=C3)=C3C=C(NC(=O)C4CC4)N=CC3=C2)C=C(F)C=C1,,,,,,,,,1.0,
CN1CCN(CC2=CC(NC(=O)C3=CC=C4CCN(C5=CN=CN=C5)CC4=C3)=CC(C(F)(F)F)=C2)CC1,,,,,,,,,0.0,
O=C1NN=C(C2=CC(NC3CCCOC3)=NC=C2)N1C1=CC2=CC=CC=C2C=C1,,,,,,,0.0,,0.0,
CN(CCCO)C1=C(C2=CN=CN=C2)C=C(C(=O)NC2=CC=C(OC(F)(F)F)C=C2)C=N1,,,,,,,,,1.0,
CC1=C(C2=CC3=CN=C(NC(=O)C4=CC=CC=C4)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
CCC(O)(CC)C1=CC2=C(C=C1)C=C(C1=NNC3=C1SC(C1=CC=CC=C1)=C3)N2,,,,,,,1.0,,,
CC1=CC=CN(C2=CC(Cl)=C(C3=CC4=C(C=C3)C(C(=O)NCC3=CC=NC=C3)=NN4)C=C2)C1=O,,,,,,,,,,
O=C(NC1=NNC2=CC(Cl)=C(C3=CC=CC=C3)C=C12)N1CCCC1,,,,,0.0,,,,,
C1=CC=C(COC2=C(OCC3=CC=CC=C3)C=C3C(C4=NC5=C(C=C(N6CCC(N7CCCCC7)CC6)C=C5)N4)=NNC3=C2)C=C1,,,,,,,,,1.0,
CC(=O)OC1=C(C2=CC=C(C)C=C2)C2=CC=CC=C2N1,,,,,0.0,,,,,
O=C(OC1CNC(C#CC2=CC3=NC=NC(NC4=CC=C5C(=C4)C=CN5CC4=CC(F)=CC=C4F)=C3S2)C1)N1CCOCC1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CCONC(=O)C1=CN(C)C(=O)C(C)=C1NC1=CC=C(Br)C=C1F,,,,,0.0,,0.0,,,
O=C1NC(=O)C2=C1C1=C(N(C3=CC=CC=C3Cl)N=C1)N1C=CC=C21,,,,,1.0,,,,,
COC1=CC=CC=C1C1=C(N2CCC3=CC=CC=C32)C(=O)NC1=O,,,1.0,,1.0,,0.0,,,
CC1=CC(C)=CC(NC2=NC=CC(C3=NC=C(CO)S3)=N2)=C1,0.0,,,,,,,1.0,,
COC1=CC=C2NC(=O)/C(=C3/NC4=CC=CC=C4/C3=N\OCCO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C2=C1,,,,,1.0,,,,,
O=C(NC1=CC=C(F)C=C1)C1(C(=O)NC2=CC=C(OC3=CC=NC4=C3NC(=O)N4)C(F)=C2)CC1,,,,,,,,,0.0,
CC1=C(C(F)(F)F)C=C(NC(=O)C2=NSC=C2NCC2=CC=NC=C2)C=C1,0.0,,,,0.0,,,,,
CN1CCN(CCON=C2C(C3=C(O)NC4=CC(Br)=CC=C34)=NC3=CC=CC=C23)CC1,,,,,1.0,,,,,
O=C1NC(O)=C(C=NCC2=CC(O)=C(C3=CC=CC=N3)C=C2)C2=C1C=CC(I)=C2,0.0,,,,,,,,,
OC1=CC=CC(NC2=NC(SCCN3CCOCC3)=NC3=C2C=NN3CCC2=CC=CC=C2)=C1,,,,,,,,,1.0,
COC1=CC2=C(C=C1)NC(O)=C2N=NC1=CC=CC=C1,0.0,,,,,,,,,
CC1=C(C2=CC3=C(N=C(NC4=CC=C(OCCN5CCCC5)C=C4)N=N3)C(C)=C2)C(C)=CC=C1,,,,,,,1.0,,1.0,
CC(C)N1CCN(C2=NN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCC6)N5C4=N3)C=C2)CC1,0.0,,,,,,,,,
CN1CCN(C(=O)N2CC3=C(NN=C3NC(=O)C3=CC(OC4=CC=CC=C4)=CC=C3)C2(C)C)C(CC2=CC=CC=C2)C1,0.0,,,,,,,,,
CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCNCC2)=N1,,,,,,,,,1.0,
CCC=NC1=C(C(=O)NC2=CC=CC=C2)N2CCCC2=C1C#N,1.0,,0.0,,,,,,,
NNC1=NC2=C(C=NN2C2=CC=CC=C2)C(=O)N1C1=CC=CC=C1,,,,,,,,,0.0,
CCC1=C(C2=C(C(N)=O)C=C(C3=NC(N)=NC=C3)N2)C=C(Cl)C=C1,,,,,,,,,1.0,
N#CC1=C(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)C=C(O)C=C1,,,,,,,,,1.0,
CCOC(=O)CCC1=C2C(=CC=C1)C(C1=C(C3=COC4=CC=CC=C34)C(=O)NC1=O)=CN2C,,,,,1.0,,,,,
COC1=CC=C(C=NNC(=O)C2=CC=NC=C2)C=C1,,,,,,,,,,
ClC(CN1N=CC2=C(NCC3=CC=CC=C3)N=CN=C21)C1=CC=C(Br)C=C1,,,,,,,,,1.0,
C[C@H](CO)NC1=NC(NC2=CC=C(S(C)(=O)=NS(=O)(=O)CC[Si](C)(C)C)C=C2)=NC=C1Br,1.0,,,,,,,,,
ClC1=CC=CC=C1C1=NC2=C(Br)C=NN2C(NCC2=CC=CN=C2)=C1,1.0,,,,1.0,,,,,
OC1CCC(NC2=NC=CC(N3N=NC4=CC=CC=C43)=N2)CC1,,,,,,,,0.0,0.0,
NC1=C(C(=O)C2=CC=C(Cl)C=C2)N2C=C(C(=O)C3=C(F)C=CC=C3F)C=CC2=N1,0.0,,,,,,,,,
O=C(O)CCC(=O)NC1=NNC2=C1C=CC(Cl)=C2,,,,,1.0,,,,,
COC1=CC=C(NC(=O)C2=NC(C3=CC=C(S(=O)(=O)N4CCN(C)CC4)C=C3)=CN=C2N)C=C1,,,,,1.0,,,,,
COC1=CC(NC2=C(C(N)=O)C3=NC=CN3C(NCC3=CC=CC=C3)=N2)=CC(OC)=C1,,,,,,,,1.0,,
O=C(NC1=CC=C(Cl)C=C1)C1=NN=NN1CCC1=CC=NC=C1,,,,,,,,,,
O=C1NC(=O)C(C2=C3OC=CC3=CN=C2)=C1C1=CN2CCN(C(=O)N3CCOCC3)CC3=C2C1=CC=C3,,,,,1.0,,,,,
CC1CNCCN1C1=NC(C2=CC=NC=C2)=CC(=O)N1C,,,,,1.0,,,,,
NC1=NC=CC(C#CC2=CN=CN=C2NC2=CC(Cl)=C(OCC3=CC(F)=CC=C3)C=C2)=N1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CCS(=N)(=O)C1=CC=C(NC2=NC=C(Br)C(N[C@@H](C)C(C)(C)O)=N2)C=C1,1.0,,,,,,,,,
CC[C@@H]1C(=O)N(C)C2=CN=C(NC3=CC=C(C(=O)NC4CCN(C)CC4)C=C3OC)N=C2N1C1CCCC1,0.0,,0.0,,0.0,,0.0,,0.0,
CC1=CSC2=NC=NC(NN=CC3=CC=CS3)=C12,,,,,,,,,,
O=C(C1=CC2=C(C=CC(F)=C2)N1)N1CC2(CCN(C3CCCNC3)C2)C2=CC=CC=C21,0.0,,,,0.0,,0.0,,0.0,
CC(C)(C)C1=CC=C(C2=CC=C(C(=O)NCCC3=CNC4=CC=CC=C34)C=C2)C=C1,0.0,,,,,,,,,
CC1=CC=C(F)C=C1C1=CC=C2C=C(NC(=O)C3C[C@@H]3F)N=CC2=C1,,,,,,,,,1.0,
CN(C)CCCN1N=C(C2=C(C3=CN(C4=CSC5=CC=CC=C45)C4=CC=CC=C34)C(=O)NC2=O)C2=CC=CC=C21,,,,,0.0,,,,,
CCNC(=O)NC1=NC2=C(C=C(C3=C(OC)C=C(OC)C=C3)C=C2)S1,,,,,,,,,1.0,
CN1CCN(CC2=CC=C(NC(=O)CNC3=CC=C(C4=CC=C(NC(=O)C5CC5)N=C4)C=C3F)C=C2C(F)(F)F)CC1,,,,,,,,,1.0,
COC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)C1=CC(C(=O)O)=C2C=C(C3=CC(Cl)=CC(Cl)=C3)C=CC2=N1,1.0,,,,,,,,,
NCCNC1=CC2=C(C(NC3=CC=CC(C(F)(F)F)=C3)=N1)C(=O)NC=C2,,,,,,,,1.0,,
CC1=C(C2=NC(N)=C(OCC(N)CC3=CC=CC=C3)C=C2C2=NC3=C(C)NN=C3N=C2)C=CO1,,,,,1.0,,,,,
CCOCCNC1=NC(SC)=NC2=C1C=NN2CC(Cl)C1=CC=CC=C1,,,,,,,,,0.0,
CC1=CC=C(F)C=C1C1=CC=C2C=C(C(=O)NC3CCC3)N=CC2=C1,,,,,,,,,1.0,
O=C(C1=CC=CC=C1C1=CC(F)=CC=C1)N1CCC2=C(C1)NC1=CC=CC=C21,0.0,,,,,,,,,
COC1=CC=CC(C2=C(N=NC3=CC=CC=C3)C(=O)NN2)=C1,,,,,1.0,,,,,
CC1=C(O)C=C(NC2=NC=CC(C3=C(C)NC(C#N)=C3C)=N2)C=C1,1.0,,,,,,,,,
COC1=CC(NC2=NC=NC3=CC(OCC4CCN(C)CC4)=C(OC)C=C23)=C(Cl)C=C1,,,,,,,0.0,,0.0,
COC1=CC(CO)=CC=C1C1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2S1,,,,,0.0,,0.0,,0.0,
CN1C(C2=CC=C3C=C(NC(=O)C4CC4)N=CC3=C2)=CC=CC1=O,,,,,,,,,1.0,
O=C1NC(O)=C(C=NCC2=CC(=O)N(C3=CC=CC=C3)C=C2)C2=C1C=CC(I)=C2,0.0,,,,,,,,,
CSC1=CC=CC(C(=O)NC2=CC(NC3=NC=CC(C4=CN=CC=C4)=N3)=C(C)C=C2)=C1,,,,,,,,,0.0,
CC(C)C1=CC2=C(C=C1)C1(C)CCCC(C)(C(=O)O)C1CC2,,,,,0.0,,,,,
O=C(COC1=CC(O)=C2C(=O)C=C(C3=CC=CC=C3)OC2=C1)NC1=CC=C(Br)C=N1,,,,,,,,,1.0,
COC1=CC(O)=CC=C1C1=CC=C2C(C3=NC4=C(SCCO)C=CC=C4N3)=NNC2=C1,,,,,,,1.0,,,
COCCNC1=NC(C2=CC=C(NS(C)(=O)=O)C=C2)=NC2=C1N=CN2C(C)C,,,,,0.0,,,,,
COC1=CC2=C(C=C1CN(C)C(C)C(=O)N(C)C)C(NC1=C(F)C(Cl)=CC=C1)=NC=N2,,,,,0.0,,0.0,,,
O=C(NC1=NNC2=C1C=CC(C1=CNC(=O)C=C1)=C2)C1CC1,0.0,,0.0,,,,,,,
CSC1=CC=C(C2=COC3=CC=C(C4=CC=C(C)O4)C=C23)C=C1,,,,,1.0,,,,,
N#CC1=CC(NC2=NN(C3CCCC3)C(C3CCN(C4COC4)CC3)=C2)=NC=C1,,,,,0.0,,0.0,,0.0,
CC(C)=CC(=O)N1CC(NC(=O)NC2=C(F)C=C(F)C=C2)CC1C(=O)NC(CC1=CNC2=CC=CC=C12)C(N)=O,,,,,0.0,,,,,
COCC1=C(CN2CCOCC2)N2N=CN=C(N)C2=C1C1=CC=C(NC(=O)NC2=CC(C(F)(F)F)=CC=C2F)C(F)=C1,0.0,,0.0,,0.0,,0.0,,0.0,
O=C1NC(=O)C2=C1C1=CN(CCCC3=CC(N4CCCC4)=NC(=C3)CCCN3C=C2C2=CC=CC=C23)C2=CC=CC=C12,,,0.0,,1.0,,1.0,,1.0,
CC1=NC(NCCCCCCC(=O)NO)=CC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=N1,,,,,,,1.0,,1.0,
CNC(=O)C1=C(OCCCC#CC2=CC3=C(C=C2)C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC(NC(=O)C3CC3)=NC=C2)S1,,,,,1.0,,,,,
C=CC(=O)NC1=CC=CC(C(=O)NC2=NC=C(SCC3=NC=C(C(C)(C)C)O3)S2)=C1,1.0,,,,,,,,,
FC(F)(F)C1=CC=C(NC2=NN=C(C3=CC=NC=C3CCC3=CC=NC=C3)O2)C=C1,,,,,,,,,,
O=C(CCl)C1=CC=C(Cl)S1,,,,,0.0,0.0,,,,
CC1=C(N2C=C(C3=CC4=C(C)NN=C4N=C3)N=N2)C=C(C(=O)NC2=CC(C(F)(F)F)=C(CN3CCN(C)CC3)C=C2)C=C1,,,,,,,,,1.0,
O=C(NCCCN1C=NC(Cl)=C1Cl)C1=CC=C(O)C2=C1N=C(C1=CC=CO1)N2,,,,,1.0,,,,,
COC1CCN(C2=NC=CC(NC3=CC4=C(C=N3)C(N)=NN4C(C)C)=N2)CC1,1.0,,,,,,,,,
CC1=CC=C(C(=O)NC2(C)CCC2)C=C1C1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
O=C(NC1=NN=C(COC2=CC=CC=C2)S1)C1=CC=CS1,,,,,,,,,1.0,
NC(=O)C1=C2NC3=C(C=CC(OCC4=CN=CC=C4)=C3)CCN2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,,,,,,,1.0,,,
N#CC(=CC1=CC(Br)=C(O)C(Br)=C1)C1=CN=CC=C1,,,,,,,0.0,,,
CN(C)C(=O)C1=CC2=CN=C(NC3=NC=C(N4CC(O)C4)C=C3)N=C2N1C1CCCC1,0.0,,,,,,,,,
CC(C)(C)C1=CC2=C(NN=CC3=CN=CC=C3)N=CN=C2S1,,,,,,,,,,
C=CC(=O)NC1CCC(C(=O)N2CCCC(NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)C2)CC1,1.0,,,,,,,,,
C1=CC=C(COC2=CC3=C(C=C2)C(C2=NC4=C(C=C(N5CCC(N6CCCCC6)CC5)C=C4)N2)=NN3)C=C1,,,,,,,,,1.0,
CC(C)(C)[C@@H](NC(=O)C1=CNC2=NC=C(C3CC3)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,0.0,,0.0,,0.0,
C1=CC=C(C2=C(C3=CC=CC=C3)C3=C(NCCN4CCNCC4)N=CN=C3O2)C=C1,,,,,,,1.0,,,
CC1=NC=C(C2=NC(NC3=CC=C(N4CCN(C(=O)CO)CC4)C=C3)=NC=C2)N1C(C)C,1.0,,,,,,,,,
CN1C=C(C2=C(C3=NN=C4C=CC=CN34)C(=O)NC2=O)C2=CC(Br)=CC=C21,,,,,1.0,,,,,
COC1=CC2C3CC4=C(C(O)=C(OC)C=C4)C2(CCN3C)CC1=O,0.0,,,,,,,,,
COC1=CC(N2CCN(C(C)=O)CC2)=CC=C1NC1=CC(C2=CN(C)C3=CN=CC=C23)=NC=N1,0.0,,,,,,,,,
COC1=CC=C(SC2=NC3=CC=CC=C3C(NC3=NNC(C)=C3)=N2)C=C1,,,,,1.0,,,,,
NC1=NC=CC(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)=C1,,,,,,,,,1.0,
O=C1NC2=CC=CC=C2C1=CC1=CC=CC=N1,,,,,1.0,,,,,
FC1=CC=C(NC2=NC=CC(C3=C4C=CC=NN4N=C3C3CC3)=N2)C=C1F,0.0,,,,0.0,,,,,
CC1=CC=C(NC(=O)C2=CC=CC(C(F)(F)F)=C2)C=C1C(=O)NC1=CN=C(NC2CC2)N=C1,,,,,,,0.0,,,
CC(C)C(=O)N1CCO[C@@H](C2=NC(C3=CC=C(C(=O)NC4=CC(C(F)(F)F)=CC=N4)C=C3F)=C3C(N)=NC=CN23)C1,,,,,,,1.0,,,
CC(=O)NC1=CC=CC(C#CC2=CN=CN=C2NC2=CC(Cl)=C(OCC3=CC(F)=CC=C3)C=C2)=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
COC1=CC(OC)=CC(NC2=C(C(N)=O)C3=NC=CN3C(NC3CCCCC3N)=N2)=C1,,,,,,,,1.0,,
